sample_index,current_best_R,current_R
955,0.0895,0.1232
956,0.0895,0.1357
957,0.0895,0.1475
958,0.0895,0.2038
959,0.0895,0.0968
960,0.0871,0.0871
961,0.0871,0.1064
962,0.0871,1000.0
963,0.0871,0.1252
964,0.0871,0.0871
965,0.0871,0.158
966,0.0871,0.1432
967,0.0871,1000.0
968,0.0871,0.1108
969,0.0871,0.0952
970,0.0871,0.1292
971,0.0871,0.0961
972,0.0871,0.2247
973,0.0871,0.2206
974,0.0871,0.1429
975,0.0871,0.2519
976,0.0868,0.0868
977,0.0868,0.1147
978,0.0868,0.1679
979,0.0868,0.1571
980,0.0868,0.1319
981,0.0868,0.1366
982,0.0868,0.1346
983,0.0868,0.3048
984,0.0868,0.1766
985,0.0868,0.1123
986,0.0868,0.0874
987,0.0867,0.0867
988,0.0867,0.1461
989,0.0867,0.1229
990,0.0867,0.2011
991,0.0867,0.328
992,0.0867,0.1457
993,0.0867,0.2258
994,0.0867,0.1365
995,0.0867,0.2499
996,0.0867,0.0887
997,0.0867,0.2059
998,0.0867,0.2441
999,0.0867,0.2302
1000,0.0867,0.1409
